BROAD_ANCESTRAL_CATEGORY,YEAR,total_country,Prop,Trait
Hispanic or Latin American,2020,84010.75,0.012552378931735,Diabetes and CKD
Hispanic or Latin American,2021,339305.25,0.0526473591888629,Diabetes and CKD
Native American,2007,6099,0.0375681419199852,Diabetes and CKD
Native American,2008,0,0,Diabetes and CKD
Native American,2009,0,0,Diabetes and CKD
Native American,2010,0,0,Diabetes and CKD
Native American,2011,0,0,Diabetes and CKD
Native American,2012,0,0,Diabetes and CKD
Native American,2013,3748,0.00709942606027314,Diabetes and CKD
Native American,2014,0,0,Diabetes and CKD
Native American,2015,2154,0.0092529350361483,Diabetes and CKD
Native American,2016,0,0,Diabetes and CKD
Native American,2017,4377,0.00699224734376073,Diabetes and CKD
Native American,2018,92,6.93079003472929e-06,Diabetes and CKD
Native American,2019,11114,0.00065671812179799,Diabetes and CKD
Native American,2020,0,0,Diabetes and CKD
Native American,2021,0,0,Diabetes and CKD
North African or Persian),2007,0,0,Diabetes and CKD
North African or Persian),2008,0,0,Diabetes and CKD
North African or Persian),2009,0,0,Diabetes and CKD
North African or Persian),2010,0,0,Diabetes and CKD
North African or Persian),2011,0,0,Diabetes and CKD
North African or Persian),2012,0,0,Diabetes and CKD
North African or Persian),2013,246.5,0.000466917962608679,Diabetes and CKD
North African or Persian),2014,1643,0.00457656342704657,Diabetes and CKD
North African or Persian),2015,0,0,Diabetes and CKD
North African or Persian),2016,0,0,Diabetes and CKD
North African or Persian),2017,140.5,0.000224448423988664,Diabetes and CKD
North African or Persian),2018,0,0,Diabetes and CKD
North African or Persian),2019,0,0,Diabetes and CKD
North African or Persian),2020,0,0,Diabetes and CKD
North African or Persian),2021,18272,0.00283512426376811,Diabetes and CKD
Oceanian,2007,0,0,Diabetes and CKD
Oceanian,2008,0,0,Diabetes and CKD
Oceanian,2009,0,0,Diabetes and CKD
Oceanian,2010,0,0,Diabetes and CKD
Oceanian,2011,0,0,Diabetes and CKD
Oceanian,2012,0,0,Diabetes and CKD
Oceanian,2013,1277,0.00241888129108026,Diabetes and CKD
Oceanian,2014,0,0,Diabetes and CKD
Oceanian,2015,0,0,Diabetes and CKD
Oceanian,2016,0,0,Diabetes and CKD
Oceanian,2017,0,0,Diabetes and CKD
Oceanian,2018,0,0,Diabetes and CKD
Oceanian,2019,50521,0.00298524889610907,Diabetes and CKD
Oceanian,2020,0,0,Diabetes and CKD
Oceanian,2021,3794,0.000588685500040291,Diabetes and CKD
Other,2007,0,0,Diabetes and CKD
Other,2008,0,0,Diabetes and CKD
Other,2009,0,0,Diabetes and CKD
Other,2010,0,0,Diabetes and CKD
Other,2011,0,0,Diabetes and CKD
Other,2012,0,0,Diabetes and CKD
Other,2013,3926,0.00743659197242059,Diabetes and CKD
Other,2014,0,0,Diabetes and CKD
Other,2015,397,0.00170539239059929,Diabetes and CKD
Other,2016,0,0,Diabetes and CKD
Other,2017,0,0,Diabetes and CKD
Other,2018,0,0,Diabetes and CKD
Other,2019,1959,0.000115755875526567,Diabetes and CKD
Other,2020,0,0,Diabetes and CKD
Other,2021,0,0,Diabetes and CKD
Other admixed ancestry,2007,0,0,Diabetes and CKD
Other admixed ancestry,2008,0,0,Diabetes and CKD
Other admixed ancestry,2009,0,0,Diabetes and CKD
Other admixed ancestry,2010,0,0,Diabetes and CKD
Other admixed ancestry,2011,0,0,Diabetes and CKD
Other admixed ancestry,2012,0,0,Diabetes and CKD
Other admixed ancestry,2013,0,0,Diabetes and CKD
Other admixed ancestry,2014,0,0,Diabetes and CKD
Other admixed ancestry,2015,0,0,Diabetes and CKD
Other admixed ancestry,2016,0,0,Diabetes and CKD
Other admixed ancestry,2017,0,0,Diabetes and CKD
Other admixed ancestry,2018,2948,0.000222086619808499,Diabetes and CKD
Other admixed ancestry,2019,0,0,Diabetes and CKD
Other admixed ancestry,2020,0,0,Diabetes and CKD
Other admixed ancestry,2021,2148,0.000333288469711793,Diabetes and CKD
South Asian,2007,0,0,Diabetes and CKD
South Asian,2008,0,0,Diabetes and CKD
South Asian,2009,0,0,Diabetes and CKD
South Asian,2010,0,0,Diabetes and CKD
South Asian,2011,60733,0.228877976717631,Diabetes and CKD
South Asian,2012,14554,0.0349273925887884,Diabetes and CKD
South Asian,2013,52213,0.0989013694997443,Diabetes and CKD
South Asian,2014,20019,0.0557627652136612,Diabetes and CKD
South Asian,2015,699,0.00300269340309548,Diabetes and CKD
South Asian,2016,24965,0.0166565697540979,Diabetes and CKD
South Asian,2017,42099,0.0672530548149379,Diabetes and CKD
South Asian,2018,66416.15,0.00500343902788136,Diabetes and CKD
South Asian,2019,109152,0.00644971175368852,Diabetes and CKD
South Asian,2020,171709.25,0.0256557591984837,Diabetes and CKD
South Asian,2021,70718.4166666667,0.0109728272212637,Diabetes and CKD
South East Asian,2007,0,0,Diabetes and CKD
South East Asian,2008,0,0,Diabetes and CKD
South East Asian,2009,0,0,Diabetes and CKD
South East Asian,2010,0,0,Diabetes and CKD
South East Asian,2011,4068,0.0153306375329281,Diabetes and CKD
South East Asian,2012,2034,0.00488129150237705,Diabetes and CKD
South East Asian,2013,1998,0.00378459265432917,Diabetes and CKD
South East Asian,2014,0,0,Diabetes and CKD
South East Asian,2015,0,0,Diabetes and CKD
South East Asian,2016,0,0,Diabetes and CKD
South East Asian,2017,0,0,Diabetes and CKD
South East Asian,2018,883,6.6520517398543e-05,Diabetes and CKD
South East Asian,2019,0,0,Diabetes and CKD
South East Asian,2020,0,0,Diabetes and CKD
South East Asian,2021,4240.5,0.000657965435667067,Diabetes and CKD
Sub-Saharan African,2007,0,0,Diabetes and CKD
Sub-Saharan African,2008,0,0,Diabetes and CKD
Sub-Saharan African,2009,0,0,Diabetes and CKD
Sub-Saharan African,2010,0,0,Diabetes and CKD
Sub-Saharan African,2011,0,0,Diabetes and CKD
Sub-Saharan African,2012,0,0,Diabetes and CKD
Sub-Saharan African,2013,0,0,Diabetes and CKD
Sub-Saharan African,2014,0,0,Diabetes and CKD
Sub-Saharan African,2015,0,0,Diabetes and CKD
Sub-Saharan African,2016,0,0,Diabetes and CKD
Sub-Saharan African,2017,0,0,Diabetes and CKD
Sub-Saharan African,2018,0,0,Diabetes and CKD
Sub-Saharan African,2019,4347,0.000256861046918829,Diabetes and CKD
Sub-Saharan African,2020,2353,0.000351571050447383,Diabetes and CKD
Sub-Saharan African,2021,0,0,Diabetes and CKD
Aboriginal Australian,2006,0,0,Digestive diseases
Aboriginal Australian,2007,0,0,Digestive diseases
Aboriginal Australian,2008,0,0,Digestive diseases
Aboriginal Australian,2009,0,0,Digestive diseases
Aboriginal Australian,2010,0,0,Digestive diseases
Aboriginal Australian,2011,0,0,Digestive diseases
Aboriginal Australian,2012,0,0,Digestive diseases
Aboriginal Australian,2013,0,0,Digestive diseases
Aboriginal Australian,2014,0,0,Digestive diseases
Aboriginal Australian,2015,752,0.000601038389728638,Digestive diseases
Aboriginal Australian,2016,0,0,Digestive diseases
Aboriginal Australian,2017,0,0,Digestive diseases
Aboriginal Australian,2018,0,0,Digestive diseases
Aboriginal Australian,2019,0,0,Digestive diseases
Aboriginal Australian,2020,0,0,Digestive diseases
Aboriginal Australian,2021,0,0,Digestive diseases
African American or Afro-Caribbean,2006,0,0,Digestive diseases
African American or Afro-Caribbean,2007,0,0,Digestive diseases
African American or Afro-Caribbean,2008,0,0,Digestive diseases
African American or Afro-Caribbean,2009,191,0.001222736497084,Digestive diseases
African American or Afro-Caribbean,2010,0,0,Digestive diseases
African American or Afro-Caribbean,2011,52809,0.110114411895334,Digestive diseases
African American or Afro-Caribbean,2012,9734,0.0117824210248552,Digestive diseases
African American or Afro-Caribbean,2013,5065.5,0.00712521415731032,Digestive diseases
African American or Afro-Caribbean,2014,44605,0.06273743668941,Digestive diseases
African American or Afro-Caribbean,2015,8351,0.00667456328806363,Digestive diseases
African American or Afro-Caribbean,2016,15528,0.00697222693682699,Digestive diseases
African American or Afro-Caribbean,2017,24226,0.0140624981860271,Digestive diseases
African American or Afro-Caribbean,2018,58255.15,0.00312140149628634,Digestive diseases
African American or Afro-Caribbean,2019,223870,0.0136065279242882,Digestive diseases
African American or Afro-Caribbean,2020,56689,0.0174477458647436,Digestive diseases
African American or Afro-Caribbean,2021,2816,0.00034685639155755,Digestive diseases
African unspecified,2006,0,0,Digestive diseases
African unspecified,2007,0,0,Digestive diseases
African unspecified,2008,0,0,Digestive diseases
African unspecified,2009,0,0,Digestive diseases
African unspecified,2010,0,0,Digestive diseases
African unspecified,2011,0,0,Digestive diseases
African unspecified,2012,0,0,Digestive diseases
African unspecified,2013,6381.5,0.00897632102356645,Digestive diseases
African unspecified,2014,343,0.000482433377075835,Digestive diseases
African unspecified,2015,219,0.000175036445944909,Digestive diseases
African unspecified,2016,33714.25,0.0151380346474059,Digestive diseases
African unspecified,2017,11664,0.0067706174705614,Digestive diseases
African unspecified,2018,0,0,Digestive diseases
African unspecified,2019,615.333333333333,3.73991610432186e-05,Digestive diseases
African unspecified,2020,0,0,Digestive diseases
African unspecified,2021,7447,0.000917272566736177,Digestive diseases
Asian unspecified,2006,0,0,Digestive diseases
Asian unspecified,2007,0,0,Digestive diseases
Asian unspecified,2008,0,0,Digestive diseases
Asian unspecified,2009,0,0,Digestive diseases
Asian unspecified,2010,0,0,Digestive diseases
Asian unspecified,2011,1783,0.00371781318353653,Digestive diseases
Asian unspecified,2012,1783,0.00215821416553491,Digestive diseases
Asian unspecified,2013,3968,0.00558145292196375,Digestive diseases
Asian unspecified,2014,0,0,Digestive diseases
Asian unspecified,2015,273,0.000218196117547763,Digestive diseases
Asian unspecified,2016,43075.25,0.0193412170505253,Digestive diseases
Asian unspecified,2017,876,0.000508492875875496,Digestive diseases
Asian unspecified,2018,61187,0.00327849457693049,Digestive diseases
Asian unspecified,2019,1860.33333333333,0.00011306864451907,Digestive diseases
Asian unspecified,2020,63638.75,0.0195867405872383,Digestive diseases
Asian unspecified,2021,10626,0.00130884091501794,Digestive diseases
East Asian,2006,0,0,Digestive diseases
East Asian,2007,0,0,Digestive diseases
East Asian,2008,36556,0.103138507375097,Digestive diseases
East Asian,2009,30273,0.193800533906931,Digestive diseases
East Asian,2010,98358,0.179408792595862,Digestive diseases
East Asian,2011,135816,0.283196026548064,Digestive diseases
East Asian,2012,251000,0.303820390100539,Digestive diseases
East Asian,2013,235691,0.331526769312137,Digestive diseases
East Asian,2014,138331,0.194564115114511,Digestive diseases
East Asian,2015,135783,0.108524994245377,Digestive diseases
East Asian,2016,253422,0.113789006619305,Digestive diseases
East Asian,2017,101464,0.0588969419609946,Digestive diseases
East Asian,2018,320588.15,0.0171776114403906,Digestive diseases
East Asian,2019,598090,0.0363511336321863,Digestive diseases
East Asian,2020,643025.5,0.197910450149935,Digestive diseases
East Asian,2021,392880.935416667,0.0483924941656178,Digestive diseases
European,2006,1095,0.408734602463606,Digestive diseases
European,2007,221204,0.961936362015507,Digestive diseases
European,2008,317880,0.896861492624903,Digestive diseases
European,2009,119311,0.763800597924549,Digestive diseases
European,2010,448900.666666667,0.818812161716834,Digestive diseases
European,2011,218488,0.455579117691828,Digestive diseases
European,2012,538887,0.652290273147846,Digestive diseases
European,2013,377792,0.531408332231484,Digestive diseases
European,2014,494938,0.696135891496092,Digestive diseases
European,2015,1093175,0.873723592675004,Digestive diseases
European,2016,1822777.25,0.818445172738629,Digestive diseases
European,2017,1500612,0.871062227686392,Digestive diseases
European,2018,18095877.4,0.96960524164772,Digestive diseases
European,2019,15404122.3333333,0.936242554507758,Digestive diseases
European,2020,2227544.75,0.685593937101444,Digestive diseases
European,2021,7703990.79468363,0.94892700555275,Digestive diseases
Greater Middle Eastern (Middle Eastern,2006,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2007,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2008,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2009,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2010,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2011,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2012,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2013,767.5,0.00107957790262278,Digestive diseases
Greater Middle Eastern (Middle Eastern,2014,1643,0.00231089807153235,Digestive diseases
Greater Middle Eastern (Middle Eastern,2015,1061,0.000848007621678304,Digestive diseases
Greater Middle Eastern (Middle Eastern,2016,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2017,140.5,8.15562203887068e-05,Digestive diseases
Greater Middle Eastern (Middle Eastern,2018,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2019,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2020,0,0,Digestive diseases
Greater Middle Eastern (Middle Eastern,2021,55.5,6.83612561485938e-06,Digestive diseases
Hispanic or Latin American,2006,0,0,Digestive diseases
Hispanic or Latin American,2007,2861,0.0124414564462052,Digestive diseases
Hispanic or Latin American,2008,0,0,Digestive diseases
Hispanic or Latin American,2009,75,0.000480132132362826,Digestive diseases
Hispanic or Latin American,2010,212.666666666667,0.000387912217532416,Digestive diseases
Hispanic or Latin American,2011,5266,0.0109803725319705,Digestive diseases
Hispanic or Latin American,2012,95,0.00011499178111375,Digestive diseases
Hispanic or Latin American,2013,9942,0.0139845778604243,Digestive diseases
Hispanic or Latin American,2014,3336,0.00469212170823611,Digestive diseases
Hispanic or Latin American,2015,250,0.000199813294457659,Digestive diseases
Hispanic or Latin American,2016,26557.25,0.0119244702355776,Digestive diseases
Hispanic or Latin American,2017,30803.5,0.0178805482899895,Digestive diseases
Hispanic or Latin American,2018,55595.15,0.00297887456124074,Digestive diseases
Hispanic or Latin American,2019,115995,0.00705002549058745,Digestive diseases
Hispanic or Latin American,2020,84750.75,0.0260845939749584,Digestive diseases
Hispanic or Latin American,2021,0,0,Digestive diseases
Native American,2006,0,0,Digestive diseases
Native American,2007,5892,0.0256221815382876,Digestive diseases
Native American,2008,0,0,Digestive diseases
Native American,2009,0,0,Digestive diseases
Native American,2010,0,0,Digestive diseases
Native American,2011,0,0,Digestive diseases
Native American,2012,0,0,Digestive diseases
Native American,2013,3748,0.00527199736681455,Digestive diseases
Native American,2014,0,0,Digestive diseases
Native American,2015,0,0,Digestive diseases
Native American,2016,0,0,Digestive diseases
Native American,2017,4598.5,0.00266929736268661,Digestive diseases
Native American,2018,92,4.92950301661473e-06,Digestive diseases
Native American,2019,0,0,Digestive diseases
Native American,2020,73,2.24679470113475e-05,Digestive diseases
Native American,2021,0,0,Digestive diseases
North African or Persian),2006,0,0,Digestive diseases
North African or Persian),2007,0,0,Digestive diseases
North African or Persian),2008,0,0,Digestive diseases
North African or Persian),2009,0,0,Digestive diseases
North African or Persian),2010,0,0,Digestive diseases
North African or Persian),2011,0,0,Digestive diseases
North African or Persian),2012,0,0,Digestive diseases
North African or Persian),2013,767.5,0.00107957790262278,Digestive diseases
North African or Persian),2014,1643,0.00231089807153235,Digestive diseases
North African or Persian),2015,1061,0.000848007621678304,Digestive diseases
North African or Persian),2016,0,0,Digestive diseases
North African or Persian),2017,140.5,8.15562203887068e-05,Digestive diseases
North African or Persian),2018,0,0,Digestive diseases
North African or Persian),2019,0,0,Digestive diseases
North African or Persian),2020,0,0,Digestive diseases
North African or Persian),2021,55.5,6.83612561485938e-06,Digestive diseases
Oceanian,2006,0,0,Digestive diseases
Oceanian,2007,0,0,Digestive diseases
Oceanian,2008,0,0,Digestive diseases
Oceanian,2009,0,0,Digestive diseases
Oceanian,2010,0,0,Digestive diseases
Oceanian,2011,0,0,Digestive diseases
Oceanian,2012,0,0,Digestive diseases
Oceanian,2013,1277,0.00179624883602513,Digestive diseases
Oceanian,2014,0,0,Digestive diseases
Oceanian,2015,0,0,Digestive diseases
Oceanian,2016,0,0,Digestive diseases
Oceanian,2017,0,0,Digestive diseases
Oceanian,2018,0,0,Digestive diseases
Oceanian,2019,0,0,Digestive diseases
Oceanian,2020,513,0.000157891189271525,Digestive diseases
Oceanian,2021,0,0,Digestive diseases
Other,2006,1584,0.591265397536394,Digestive diseases
Other,2007,0,0,Digestive diseases
Other,2008,0,0,Digestive diseases
Other,2009,0,0,Digestive diseases
Other,2010,564.666666666667,0.00102997381896538,Digestive diseases
Other,2011,0,0,Digestive diseases
Other,2012,0,0,Digestive diseases
Other,2013,5734,0.00806553706011596,Digestive diseases
Other,2014,3015,0.00424063157983569,Digestive diseases
Other,2015,0,0,Digestive diseases
Other,2016,0,0,Digestive diseases
Other,2017,787,0.000456830928440657,Digestive diseases
Other,2018,0,0,Digestive diseases
Other,2019,0,0,Digestive diseases
Other,2020,0,0,Digestive diseases
Other,2021,0,0,Digestive diseases
Other admixed ancestry,2006,0,0,Digestive diseases
Other admixed ancestry,2007,0,0,Digestive diseases
Other admixed ancestry,2008,0,0,Digestive diseases
Other admixed ancestry,2009,0,0,Digestive diseases
Other admixed ancestry,2010,0,0,Digestive diseases
Other admixed ancestry,2011,0,0,Digestive diseases
Other admixed ancestry,2012,0,0,Digestive diseases
Other admixed ancestry,2013,0,0,Digestive diseases
Other admixed ancestry,2014,0,0,Digestive diseases
Other admixed ancestry,2015,0,0,Digestive diseases
Other admixed ancestry,2016,0,0,Digestive diseases
Other admixed ancestry,2017,0,0,Digestive diseases
Other admixed ancestry,2018,2948,0.000157958422749785,Digestive diseases
Other admixed ancestry,2019,0,0,Digestive diseases
Other admixed ancestry,2020,73,2.24679470113475e-05,Digestive diseases
Other admixed ancestry,2021,0,0,Digestive diseases
South Asian,2006,0,0,Digestive diseases
South Asian,2007,0,0,Digestive diseases
South Asian,2008,0,0,Digestive diseases
South Asian,2009,0,0,Digestive diseases
South Asian,2010,0,0,Digestive diseases
South Asian,2011,61353,0.127929889091148,Digestive diseases
South Asian,2012,14705,0.0177995172766073,Digestive diseases
South Asian,2013,51636,0.0726320320258367,Digestive diseases
South Asian,2014,23125,0.0325255738917746,Digestive diseases
South Asian,2015,10243,0.00818675030051919,Digestive diseases
South Asian,2016,31402,0.0140998113260073,Digestive diseases
South Asian,2017,45698,0.0265263783581717,Digestive diseases
South Asian,2018,66416.15,0.00355868056279279,Digestive diseases
South Asian,2019,98926,0.00601259383319845,Digestive diseases
South Asian,2020,172765.25,0.0531737052383865,Digestive diseases
South Asian,2021,589,7.25491529216608e-05,Digestive diseases
South East Asian,2006,0,0,Digestive diseases
South East Asian,2007,0,0,Digestive diseases
South East Asian,2008,0,0,Digestive diseases
South East Asian,2009,854,0.00546710454717138,Digestive diseases
South East Asian,2010,0,0,Digestive diseases
South East Asian,2011,4068,0.00848236905811924,Digestive diseases
South East Asian,2012,2034,0.00246203455563544,Digestive diseases
South East Asian,2013,1998,0.00281041908721864,Digestive diseases
South East Asian,2014,0,0,Digestive diseases
South East Asian,2015,0,0,Digestive diseases
South East Asian,2016,0,0,Digestive diseases
South East Asian,2017,0,0,Digestive diseases
South East Asian,2018,1266,6.78342480329809e-05,Digestive diseases
South East Asian,2019,318,1.93276271046753e-05,Digestive diseases
South East Asian,2020,0,0,Digestive diseases
South East Asian,2021,173,2.13090041688409e-05,Digestive diseases
Sub-Saharan African,2006,0,0,Digestive diseases
Sub-Saharan African,2007,0,0,Digestive diseases
Sub-Saharan African,2008,0,0,Digestive diseases
Sub-Saharan African,2009,5503,0.0352288949919018,Digestive diseases
Sub-Saharan African,2010,198,0.000361159650806043,Digestive diseases
Sub-Saharan African,2011,0,0,Digestive diseases
Sub-Saharan African,2012,7908,0.00957215794786878,Digestive diseases
Sub-Saharan African,2013,6158,0.00866194231185806,Digestive diseases
Sub-Saharan African,2014,0,0,Digestive diseases
Sub-Saharan African,2015,0,0,Digestive diseases
Sub-Saharan African,2016,646,0.000290060445723225,Digestive diseases
Sub-Saharan African,2017,1728,0.00100305444008317,Digestive diseases
Sub-Saharan African,2018,914,4.89735408389768e-05,Digestive diseases
Sub-Saharan African,2019,9335,0.000567369179314917,Digestive diseases
Sub-Saharan African,2020,0,0,Digestive diseases
Sub-Saharan African,2021,0,0,Digestive diseases
African American or Afro-Caribbean,2006,0,0,Mental disorders
African American or Afro-Caribbean,2007,0,0,Mental disorders
African American or Afro-Caribbean,2008,646,0.00524142183709401,Mental disorders
African American or Afro-Caribbean,2009,3772.85714285714,0.0192061552782384,Mental disorders
African American or Afro-Caribbean,2010,5270.66666666667,0.0256491362963179,Mental disorders
African American or Afro-Caribbean,2011,6140,0.0153377298161471,Mental disorders
African American or Afro-Caribbean,2012,4003.25,0.0220090603713213,Mental disorders
African American or Afro-Caribbean,2013,31937,0.0693129903529999,Mental disorders
African American or Afro-Caribbean,2014,16361.3333333333,0.0692645824072702,Mental disorders
African American or Afro-Caribbean,2015,3185,0.0259561394215489,Mental disorders
African American or Afro-Caribbean,2016,15441,0.00382218769934302,Mental disorders
African American or Afro-Caribbean,2017,34428,0.0148993360040888,Mental disorders
African American or Afro-Caribbean,2018,21642,0.00163446533395526,Mental disorders
African American or Afro-Caribbean,2019,167216.5,0.0140654513925105,Mental disorders
African American or Afro-Caribbean,2020,121293.5,0.0108637142746838,Mental disorders
African American or Afro-Caribbean,2021,13009.5,0.00135956109052154,Mental disorders
African unspecified,2006,0,0,Mental disorders
African unspecified,2007,0,0,Mental disorders
African unspecified,2008,0,0,Mental disorders
African unspecified,2009,0,0,Mental disorders
African unspecified,2010,0,0,Mental disorders
African unspecified,2011,1103,0.00275529576338929,Mental disorders
African unspecified,2012,0,0,Mental disorders
African unspecified,2013,10717,0.0232591451173592,Mental disorders
African unspecified,2014,0,0,Mental disorders
African unspecified,2015,984,0.00801910241469517,Mental disorders
African unspecified,2016,0,0,Mental disorders
African unspecified,2017,4407,0.00190720848640697,Mental disorders
African unspecified,2018,0,0,Mental disorders
African unspecified,2019,17759.5,0.00149384411230525,Mental disorders
African unspecified,2020,23983.6666666667,0.00214810935397136,Mental disorders
African unspecified,2021,0,0,Mental disorders
Asian unspecified,2006,0,0,Mental disorders
Asian unspecified,2007,0,0,Mental disorders
Asian unspecified,2008,51.75,0.000419881702894141,Mental disorders
Asian unspecified,2009,221.857142857143,0.00112938883555866,Mental disorders
Asian unspecified,2010,51.6666666666667,0.000251430314060794,Mental disorders
Asian unspecified,2011,0,0,Mental disorders
Asian unspecified,2012,0,0,Mental disorders
Asian unspecified,2013,11910,0.0258483174720302,Mental disorders
Asian unspecified,2014,369.333333333333,0.001563547333291,Mental disorders
Asian unspecified,2015,6,4.88969659432632e-05,Mental disorders
Asian unspecified,2016,214,5.29724867339813e-05,Mental disorders
Asian unspecified,2017,39922.5,0.0172771796683872,Mental disorders
Asian unspecified,2018,0,0,Mental disorders
Asian unspecified,2019,31,2.60757158036334e-06,Mental disorders
Asian unspecified,2020,51819,0.00464119520007123,Mental disorders
Asian unspecified,2021,3259,0.000340582619932333,Mental disorders
East Asian,2006,0,0,Mental disorders
East Asian,2007,0,0,Mental disorders
East Asian,2008,6484,0.0526089461172099,Mental disorders
East Asian,2009,2584,0.0131541437589086,Mental disorders
East Asian,2010,8479,0.041262147733964,Mental disorders
East Asian,2011,36586,0.0913918864908074,Mental disorders
East Asian,2012,5767.25,0.0317071762759015,Mental disorders
East Asian,2013,22711,0.049289768103046,Mental disorders
East Asian,2014,4131,0.0174883051457359,Mental disorders
East Asian,2015,27678,0.225561703896273,Mental disorders
East Asian,2016,45924,0.0113677966391185,Mental disorders
East Asian,2017,110223,0.0477009850231985,Mental disorders
East Asian,2018,162338,0.012260227030017,Mental disorders
East Asian,2019,166957.5,0.0140436655525326,Mental disorders
East Asian,2020,291162,0.0260780732326587,Mental disorders
East Asian,2021,262386.102083333,0.0274207260145364,Mental disorders
European,2006,1929,1,Mental disorders
European,2007,45320,1,Mental disorders
European,2008,108777,0.882579168999343,Mental disorders
European,2009,185463.857142857,0.944124705471682,Mental disorders
European,2010,175649,0.854777094860602,Mental disorders
European,2011,354350,0.885166866506795,Mental disorders
European,2012,169061.75,0.929467373316987,Mental disorders
European,2013,373851,0.811370221262466,Mental disorders
European,2014,214478.333333333,0.907979312631854,Mental disorders
European,2015,78999,0.643801902091975,Mental disorders
European,2016,3939847,0.975249967015963,Mental disorders
European,2017,2101253.5,0.909355231970128,Mental disorders
European,2018,13051751.2340426,0.985705338667881,Mental disorders
European,2019,11486440.5,0.966184380881756,Mental disorders
European,2020,10632093.1444444,0.952268852519458,Mental disorders
European,2021,9283775.36819512,0.970203294803054,Mental disorders
Greater Middle Eastern (Middle Eastern,2006,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2007,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2008,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2009,1755,0.00893402565668907,Mental disorders
Greater Middle Eastern (Middle Eastern,2010,133,0.000647230292324238,Mental disorders
Greater Middle Eastern (Middle Eastern,2011,189,0.000472122302158273,Mental disorders
Greater Middle Eastern (Middle Eastern,2012,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2013,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2014,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2015,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2016,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2017,57.5,2.48841588310418e-05,Mental disorders
Greater Middle Eastern (Middle Eastern,2018,251,1.89562331957661e-05,Mental disorders
Greater Middle Eastern (Middle Eastern,2019,0,0,Mental disorders
Greater Middle Eastern (Middle Eastern,2020,45,4.03044798246213e-06,Mental disorders
Greater Middle Eastern (Middle Eastern,2021,243.5,2.54470291357849e-05,Mental disorders
Hispanic or Latin American,2006,0,0,Mental disorders
Hispanic or Latin American,2007,0,0,Mental disorders
Hispanic or Latin American,2008,85.75,0.000695746010109616,Mental disorders
Hispanic or Latin American,2009,221.857142857143,0.00112938883555866,Mental disorders
Hispanic or Latin American,2010,12890.6666666667,0.0627310522926389,Mental disorders
Hispanic or Latin American,2011,418,0.00104416466826539,Mental disorders
Hispanic or Latin American,2012,898,0.00493702272239968,Mental disorders
Hispanic or Latin American,2013,0,0,Mental disorders
Hispanic or Latin American,2014,320,0.00135469805050484,Mental disorders
Hispanic or Latin American,2015,5357,0.0436568410930102,Mental disorders
Hispanic or Latin American,2016,38407,0.00950707615884122,Mental disorders
Hispanic or Latin American,2017,20358,0.00881029053012779,Mental disorders
Hispanic or Latin American,2018,3499,0.000264254422119464,Mental disorders
Hispanic or Latin American,2019,37432.5,0.00314864268328873,Mental disorders
Hispanic or Latin American,2020,20610.6666666667,0.00184600488630814,Mental disorders
Hispanic or Latin American,2021,4292,0.000448536546409811,Mental disorders
Native American,2006,0,0,Mental disorders
Native American,2007,0,0,Mental disorders
Native American,2008,51.75,0.000419881702894141,Mental disorders
Native American,2009,221.857142857143,0.00112938883555866,Mental disorders
Native American,2010,0,0,Mental disorders
Native American,2011,2,4.99600319744205e-06,Mental disorders
Native American,2012,0,0,Mental disorders
Native American,2013,0,0,Mental disorders
Native American,2014,320,0.00135469805050484,Mental disorders
Native American,2015,0,0,Mental disorders
Native American,2016,0,0,Mental disorders
Native American,2017,0,0,Mental disorders
Native American,2018,0,0,Mental disorders
Native American,2019,2854.5,0.000240106873424101,Mental disorders
Native American,2020,0,0,Mental disorders
Native American,2021,0,0,Mental disorders
North African or Persian),2006,0,0,Mental disorders
North African or Persian),2007,0,0,Mental disorders
North African or Persian),2008,0,0,Mental disorders
North African or Persian),2009,1755,0.00893402565668907,Mental disorders
North African or Persian),2010,133,0.000647230292324238,Mental disorders
North African or Persian),2011,189,0.000472122302158273,Mental disorders
North African or Persian),2012,0,0,Mental disorders
North African or Persian),2013,0,0,Mental disorders
North African or Persian),2014,0,0,Mental disorders
North African or Persian),2015,0,0,Mental disorders
North African or Persian),2016,0,0,Mental disorders
