Country,position,Trait,DATE,Prop
Sweden,Senior,Digestive diseases,2015,0.0138888888888889
Sweden,Senior,Mental disorders,2015,0.0384615384615385
Sweden,Senior,Musculoskeletal disorders,2015,0.2
Sweden,Senior,Skin disease,2015,0.0087719298245614
Switzerland,All,All traits,2015,0.00351415338461199
Switzerland,All,Chronic respiratory disease,2015,0.00331782901765034
Switzerland,All,Digestive diseases,2015,0.00518077601410935
Switzerland,Senior,Neurological disorders,2015,0
Taiwan,All,Mental disorders,2015,0.0428994082840237
Taiwan,First,Mental disorders,2015,0.0384615384615385
Taiwan,Senior,Mental disorders,2015,0.0576923076923077
Turkey,All,CVD,2015,0.0310606060606061
Turkey,All,Neurological disorders,2015,0.00595238095238095
Turkey,All,Skin disease,2015,0.0043859649122807
Turkey,Senior,Musculoskeletal disorders,2015,0
Turkey,Senior,Neurological disorders,2015,0
Turkey,Senior,Skin disease,2015,0
Uganda,Senior,Cancer,2015,0
United Arab Emirates,Senior,Substance use,2015,0
United Kingdom,All,All traits,2015,0.0798015473337245
United Kingdom,All,Cancer,2015,0.0835229074637965
United Kingdom,All,Chronic respiratory disease,2015,0.0260307705662083
United Kingdom,All,CVD,2015,0.0666993600565109
United Kingdom,All,Diabetes and CKD,2015,0.176781232235778
United Kingdom,All,Digestive diseases,2015,0.125716452839992
United Kingdom,All,Mental disorders,2015,0.0995806188113881
United Kingdom,All,Musculoskeletal disorders,2015,0.0171212121212121
United Kingdom,All,Neurological disorders,2015,0.0345198279980889
United Kingdom,All,Skin disease,2015,0.0800170096624011
United Kingdom,All,Substance use,2015,0.00641025641025641
United Kingdom,First,All traits,2015,0.0889041514041514
United Kingdom,First,Cancer,2015,0.128623188405797
United Kingdom,First,Chronic respiratory disease,2015,0.0434782608695652
United Kingdom,First,CVD,2015,0.0432900432900433
United Kingdom,First,Diabetes and CKD,2015,0.166666666666667
United Kingdom,First,Digestive diseases,2015,0.148148148148148
United Kingdom,First,Mental disorders,2015,0.0769230769230769
United Kingdom,First,Musculoskeletal disorders,2015,0
United Kingdom,First,Neurological disorders,2015,0
United Kingdom,First,Skin disease,2015,0.0833333333333333
United Kingdom,First,Substance use,2015,0
United Kingdom,Senior,All traits,2015,0.105311355311355
United Kingdom,Senior,Cancer,2015,0.146739130434783
United Kingdom,Senior,Chronic respiratory disease,2015,0.0434782608695652
United Kingdom,Senior,CVD,2015,0.0573593073593074
United Kingdom,Senior,Diabetes and CKD,2015,0.136363636363636
United Kingdom,Senior,Digestive diseases,2015,0.171296296296296
United Kingdom,Senior,Mental disorders,2015,0.0769230769230769
United Kingdom,Senior,Musculoskeletal disorders,2015,0
United Kingdom,Senior,Neurological disorders,2015,0
United Kingdom,Senior,Skin disease,2015,0.131578947368421
United Kingdom,Senior,Substance use,2015,0
United States,All,All traits,2015,0.364215193150533
United States,All,Cancer,2015,0.351741279945099
United States,All,Chronic respiratory disease,2015,0.456539495356325
United States,All,CVD,2015,0.330218410907826
United States,All,Diabetes and CKD,2015,0.406852619804673
United States,All,Digestive diseases,2015,0.282902349000958
United States,All,Mental disorders,2015,0.418145116363442
United States,All,Musculoskeletal disorders,2015,0.448484848484848
United States,All,Neurological disorders,2015,0.413003663003663
United States,All,Skin disease,2015,0.178077310134293
United States,All,Substance use,2015,0.389328808446456
United States,First,All traits,2015,0.383089133089133
United States,First,Cancer,2015,0.396739130434783
United States,First,Chronic respiratory disease,2015,0.463768115942029
United States,First,CVD,2015,0.326839826839827
United States,First,Diabetes and CKD,2015,0.46969696969697
United States,First,Digestive diseases,2015,0.328703703703704
United States,First,Mental disorders,2015,0.426282051282051
United States,First,Musculoskeletal disorders,2015,0.6
United States,First,Neurological disorders,2015,0.428571428571429
United States,First,Skin disease,2015,0.206140350877193
United States,First,Substance use,2015,0.5
United States,Senior,All traits,2015,0.388476800976801
United States,Senior,Cancer,2015,0.375905797101449
United States,Senior,Chronic respiratory disease,2015,0.521739130434783
United States,Senior,CVD,2015,0.337987012987013
United States,Senior,Diabetes and CKD,2015,0.431818181818182
United States,Senior,Digestive diseases,2015,0.303240740740741
United States,Senior,Mental disorders,2015,0.448717948717949
United States,Senior,Musculoskeletal disorders,2015,0.6
United States,Senior,Neurological disorders,2015,0.464285714285714
United States,Senior,Skin disease,2015,0.219298245614035
United States,Senior,Substance use,2015,0
Australia,All,All traits,2016,0.026394796253634
Australia,All,Cancer,2016,0.0224977641206425
Australia,All,Chronic respiratory disease,2016,0.00378787878787879
Australia,All,CVD,2016,0.0130494862256614
Australia,All,Diabetes and CKD,2016,0.0153356481481481
Australia,All,Digestive diseases,2016,0.00969063784701585
Australia,All,Mental disorders,2016,0.0615098019662386
Australia,All,Musculoskeletal disorders,2016,0.0037037037037037
Australia,All,Neurological disorders,2016,0.0703673478513616
Australia,All,Skin disease,2016,0.00400673400673401
Australia,First,All traits,2016,0.0242729306487696
Australia,First,Cancer,2016,0.0253623188405797
Australia,First,Chronic respiratory disease,2016,0
Australia,First,CVD,2016,0.0151515151515152
Australia,First,Diabetes and CKD,2016,0
Australia,First,Digestive diseases,2016,0.00387596899224806
Australia,First,Mental disorders,2016,0.041304347826087
Australia,First,Musculoskeletal disorders,2016,0
Australia,First,Neurological disorders,2016,0.0769230769230769
Australia,First,Skin disease,2016,0
Australia,First,Substance use,2016,0
Australia,Senior,All traits,2016,0.0390380313199105
Australia,Senior,Cancer,2016,0.0557971014492754
Australia,Senior,Chronic respiratory disease,2016,0
Australia,Senior,CVD,2016,0.00757575757575758
Australia,Senior,Diabetes and CKD,2016,0.0416666666666667
Australia,Senior,Digestive diseases,2016,0.0209302325581395
Australia,Senior,Mental disorders,2016,0.0434782608695652
Australia,Senior,Musculoskeletal disorders,2016,0.0833333333333333
Australia,Senior,Neurological disorders,2016,0.0961538461538462
Australia,Senior,Skin disease,2016,0.0333333333333333
Australia,Senior,Substance use,2016,0
Austria,First,Cancer,2016,0
Austria,Senior,Cancer,2016,0
Belgium,All,All traits,2016,0.00187446114786615
Belgium,First,All traits,2016,0
Belgium,First,Neurological disorders,2016,0
Belgium,Senior,Musculoskeletal disorders,2016,0
Belgium,Senior,Neurological disorders,2016,0
Benin,First,Chronic respiratory disease,2016,0
Benin,First,Skin disease,2016,0
Canada,All,All traits,2016,0.0249215693646571
Canada,All,Cancer,2016,0.0375576963673387
Canada,All,Chronic respiratory disease,2016,0.0680774512658571
Canada,All,CVD,2016,0.00509288207808415
Canada,All,Diabetes and CKD,2016,0.0291335978835979
Canada,All,Digestive diseases,2016,0.0170249972862244
Canada,All,Mental disorders,2016,0.00277220678700007
Canada,All,Musculoskeletal disorders,2016,0.0037037037037037
Canada,All,Skin disease,2016,0.00895622895622896
Canada,First,All traits,2016,0.0278044103547459
Canada,First,Cancer,2016,0.0434782608695652
Canada,First,Chronic respiratory disease,2016,0.0952380952380952
Canada,First,CVD,2016,0.00432900432900433
Canada,First,Diabetes and CKD,2016,0.0833333333333333
Canada,First,Digestive diseases,2016,0.0465116279069768
Canada,First,Musculoskeletal disorders,2016,0
Canada,First,Neurological disorders,2016,0
Canada,First,Skin disease,2016,0.0666666666666667
Canada,Senior,All traits,2016,0.0279175988068606
Canada,Senior,Cancer,2016,0.0421195652173913
Canada,Senior,Chronic respiratory disease,2016,0.0952380952380952
Canada,Senior,CVD,2016,0.00673400673400673
Canada,Senior,Diabetes and CKD,2016,0.0833333333333333
Canada,Senior,Digestive diseases,2016,0.0465116279069768
Canada,Senior,Musculoskeletal disorders,2016,0
Canada,Senior,Neurological disorders,2016,0
Canada,Senior,Skin disease,2016,0.0666666666666667
Chile,First,Neurological disorders,2016,0
Chile,Senior,Chronic respiratory disease,2016,0
Chile,Senior,Neurological disorders,2016,0
China,All,All traits,2016,0.114951922680608
China,All,Cancer,2016,0.108381462477294
China,All,Chronic respiratory disease,2016,0.145092889710468
China,All,CVD,2016,0.116252753094858
China,All,Diabetes and CKD,2016,0.00793650793650794
China,All,Digestive diseases,2016,0.16125148584807
China,All,Mental disorders,2016,0.0526486136584313
China,All,Neurological disorders,2016,0.0238095238095238
China,All,Skin disease,2016,0.103324549846289
China,All,Substance use,2016,0.102564102564103
China,First,All traits,2016,0.117592027659142
China,First,Cancer,2016,0.105533596837945
China,First,Chronic respiratory disease,2016,0.148629148629149
China,First,CVD,2016,0.121212121212121
China,First,Diabetes and CKD,2016,0
China,First,Digestive diseases,2016,0.178294573643411
China,First,Mental disorders,2016,0.0434782608695652
China,First,Musculoskeletal disorders,2016,0
China,First,Neurological disorders,2016,0
China,First,Skin disease,2016,0.126666666666667
China,First,Substance use,2016,0
China,Senior,All traits,2016,0.107046979865772
China,Senior,Cancer,2016,0.100905797101449
China,Senior,Chronic respiratory disease,2016,0.115873015873016
China,Senior,CVD,2016,0.0909090909090909
China,Senior,Diabetes and CKD,2016,0
China,Senior,Digestive diseases,2016,0.158914728682171
China,Senior,Mental disorders,2016,0.0652173913043478
China,Senior,Musculoskeletal disorders,2016,0
China,Senior,Neurological disorders,2016,0
China,Senior,Skin disease,2016,0.136111111111111
China,Senior,Substance use,2016,0.166666666666667
Denmark,All,All traits,2016,0.00650074556301682
Denmark,All,Cancer,2016,0.00344813016018333
Denmark,All,CVD,2016,0.00607728428682684
Denmark,All,Diabetes and CKD,2016,0.0149222883597884
Denmark,All,Digestive diseases,2016,0.00612551247832019
Denmark,All,Mental disorders,2016,0.00913113274803946
Denmark,All,Musculoskeletal disorders,2016,0.0277777777777778
Denmark,All,Neurological disorders,2016,0.011646297627606
Denmark,First,All traits,2016,0.00419463087248322
Denmark,First,Cancer,2016,0
Denmark,First,Chronic respiratory disease,2016,0
Denmark,First,CVD,2016,0.0189393939393939
Denmark,First,Diabetes and CKD,2016,0
Denmark,First,Digestive diseases,2016,0
Denmark,First,Musculoskeletal disorders,2016,0
Denmark,First,Neurological disorders,2016,0
Denmark,First,Substance use,2016,0
Denmark,Senior,All traits,2016,0.00242356450410142
Denmark,Senior,Cancer,2016,0
Denmark,Senior,Chronic respiratory disease,2016,0
Denmark,Senior,CVD,2016,0.00757575757575758
Denmark,Senior,Diabetes and CKD,2016,0
Denmark,Senior,Digestive diseases,2016,0.00258397932816537
Denmark,Senior,Musculoskeletal disorders,2016,0
Denmark,Senior,Neurological disorders,2016,0.0192307692307692
Egypt,First,Musculoskeletal disorders,2016,0
Egypt,Senior,Musculoskeletal disorders,2016,0
Estonia,All,Skin disease,2016,0.00828282828282828
Finland,All,All traits,2016,0.00955808803664243
Finland,All,Cancer,2016,0.00400129052596824
Finland,All,Chronic respiratory disease,2016,0.00144300144300144
Finland,All,CVD,2016,0.0226055929578751
Finland,All,Diabetes and CKD,2016,0.0159556878306878
Finland,All,Digestive diseases,2016,0.00576874715062463
Finland,All,Mental disorders,2016,0.00522402197594014
Finland,All,Neurological disorders,2016,0.0153366882338845
Finland,All,Skin disease,2016,0.00202020202020202
Finland,First,All traits,2016,0.00767018216682646
Finland,First,Cancer,2016,0
Finland,First,Chronic respiratory disease,2016,0
Finland,First,CVD,2016,0.00432900432900433
Finland,First,Diabetes and CKD,2016,0.0833333333333333
Finland,First,Digestive diseases,2016,0
Finland,First,Neurological disorders,2016,0
Finland,First,Skin disease,2016,0
Finland,First,Substance use,2016,0
Finland,Senior,All traits,2016,0.00391498881431767
Finland,Senior,Cancer,2016,0
Finland,Senior,Chronic respiratory disease,2016,0
Finland,Senior,CVD,2016,0.00252525252525253
Finland,Senior,Diabetes and CKD,2016,0.0416666666666667
Finland,Senior,Digestive diseases,2016,0
Finland,Senior,Neurological disorders,2016,0.00641025641025641
Finland,Senior,Skin disease,2016,0
Finland,Senior,Substance use,2016,0
France,All,All traits,2016,0.0333617600394121
France,All,Cancer,2016,0.0601061771906057
France,All,Chronic respiratory disease,2016,0.033341013475946
France,All,CVD,2016,0.0173391294616366
France,All,Diabetes and CKD,2016,0.0064484126984127
France,All,Digestive diseases,2016,0.0301041642588184
France,All,Mental disorders,2016,0.00861923413534299
France,All,Neurological disorders,2016,0.0180652680652681
France,All,Skin disease,2016,0.0554040404040404
France,First,All traits,2016,0.0356343879833813
France,First,Cancer,2016,0.0688405797101449
France,First,Chronic respiratory disease,2016,0.0952380952380952
France,First,CVD,2016,0.00432900432900433
France,First,Diabetes and CKD,2016,0
France,First,Digestive diseases,2016,0.0465116279069768
France,First,Neurological disorders,2016,0
France,First,Skin disease,2016,0.0444444444444444
France,Senior,All traits,2016,0.0410141685309471
France,Senior,Cancer,2016,0.0869565217391304
France,Senior,Chronic respiratory disease,2016,0.0952380952380952
France,Senior,CVD,2016,0.00336700336700337
France,Senior,Diabetes and CKD,2016,0
France,Senior,Digestive diseases,2016,0.0465116279069768
France,Senior,Neurological disorders,2016,0
France,Senior,Skin disease,2016,0.0666666666666667
Germany,All,All traits,2016,0.0640459850576378
Germany,All,Cancer,2016,0.0441448970736902
Germany,All,Chronic respiratory disease,2016,0.0282657205535052
Germany,All,CVD,2016,0.0819728771875227
Germany,All,Diabetes and CKD,2016,0.0161210317460317
Germany,All,Digestive diseases,2016,0.0421069972856686
Germany,All,Mental disorders,2016,0.102782052580837
Germany,All,Musculoskeletal disorders,2016,0.0481481481481482
Germany,All,Neurological disorders,2016,0.125320940741501
Germany,All,Skin disease,2016,0.0296127946127946
Germany,First,All traits,2016,0.0505219985085757
Germany,First,Cancer,2016,0.016304347826087
Germany,First,Chronic respiratory disease,2016,0
Germany,First,CVD,2016,0.0808080808080808
Germany,First,Diabetes and CKD,2016,0.0277777777777778
Germany,First,Digestive diseases,2016,0.0426356589147287
Germany,First,Mental disorders,2016,0.072463768115942
Germany,First,Musculoskeletal disorders,2016,0.166666666666667
Germany,First,Neurological disorders,2016,0.0961538461538462
Germany,First,Skin disease,2016,0.0666666666666667
Germany,First,Substance use,2016,0
Germany,Senior,All traits,2016,0.0384041759880686
Germany,Senior,Cancer,2016,0.0181159420289855
Germany,Senior,Chronic respiratory disease,2016,0
Germany,Senior,CVD,2016,0.0429292929292929
Germany,Senior,Diabetes and CKD,2016,0.0208333333333333
Germany,Senior,Digestive diseases,2016,0.0350129198966408
Germany,Senior,Mental disorders,2016,0.0652173913043478
Germany,Senior,Musculoskeletal disorders,2016,0.0833333333333333
Germany,Senior,Neurological disorders,2016,0.0769230769230769
Germany,Senior,Skin disease,2016,0.0333333333333333
Germany,Senior,Substance use,2016,0
Greece,First,Musculoskeletal disorders,2016,0
Greece,Senior,Musculoskeletal disorders,2016,0
Guinea,First,Skin disease,2016,0
Iceland,All,All traits,2016,0.00350046606363989
Iceland,All,Cancer,2016,0.00315963321734533
Iceland,All,Chronic respiratory disease,2016,0.0018037518037518
Iceland,All,CVD,2016,0.00815879754620538
Iceland,All,Diabetes and CKD,2016,0.00165343915343915
Iceland,All,Digestive diseases,2016,0.00134232692372227
Iceland,All,Mental disorders,2016,0.00391558606661582
Iceland,All,Skin disease,2016,0.00252525252525253
Iceland,First,All traits,2016,0.00134228187919463
Iceland,First,Cancer,2016,0
Iceland,First,Chronic respiratory disease,2016,0
Iceland,First,CVD,2016,0.00606060606060606
Iceland,First,Diabetes and CKD,2016,0
Iceland,First,Digestive diseases,2016,0
Iceland,First,Musculoskeletal disorders,2016,0
Iceland,First,Neurological disorders,2016,0
Iceland,First,Skin disease,2016,0
Iceland,First,Substance use,2016,0
Iceland,Senior,All traits,2016,0.00111856823266219
Iceland,Senior,Cancer,2016,0
Iceland,Senior,Chronic respiratory disease,2016,0
Iceland,Senior,CVD,2016,0.00505050505050505
Iceland,Senior,Diabetes and CKD,2016,0
Iceland,Senior,Digestive diseases,2016,0
Iceland,Senior,Musculoskeletal disorders,2016,0
Iceland,Senior,Skin disease,2016,0
Iceland,Senior,Substance use,2016,0
India,All,Diabetes and CKD,2016,0.00132275132275132
India,All,Digestive diseases,2016,0.000369139904023625
India,First,Cancer,2016,0
India,First,Diabetes and CKD,2016,0
India,First,Digestive diseases,2016,0
India,First,Musculoskeletal disorders,2016,0
India,Senior,All traits,2016,0
India,Senior,Cancer,2016,0
India,Senior,Diabetes and CKD,2016,0
India,Senior,Digestive diseases,2016,0
India,Senior,Musculoskeletal disorders,2016,0
Indonesia,First,Cancer,2016,0
Indonesia,Senior,Cancer,2016,0
Ireland,All,Mental disorders,2016,0.00663743758372914
Ireland,First,All traits,2016,0
Ireland,First,Cancer,2016,0
Ireland,First,Skin disease,2016,0
Ireland,Senior,Cancer,2016,0
Ireland,Senior,Digestive diseases,2016,0
Ireland,Senior,Skin disease,2016,0
Israel,All,Cancer,2016,0.000261917234154007
Israel,First,Chronic respiratory disease,2016,0
Israel,First,Neurological disorders,2016,0
Israel,First,Skin disease,2016,0
Israel,Senior,All traits,2016,0
Israel,Senior,Cancer,2016,0
Israel,Senior,Chronic respiratory disease,2016,0
Israel,Senior,Diabetes and CKD,2016,0
Israel,Senior,Neurological disorders,2016,0
Israel,Senior,Skin disease,2016,0
Italy,All,All traits,2016,0.0144635785080075
Italy,All,Cancer,2016,0.00638813227290147
Italy,All,Chronic respiratory disease,2016,0.00440917107583774
Italy,All,CVD,2016,0.0332583630857139
Italy,All,Diabetes and CKD,2016,0.0186838624338624
Italy,All,Digestive diseases,2016,0.0103491785886851
Italy,All,Mental disorders,2016,0.0060778440721034
Italy,All,Neurological disorders,2016,0.0193473193473194
Italy,All,Skin disease,2016,0.00454545454545455
Italy,First,All traits,2016,0.00894854586129754
Italy,First,Cancer,2016,0
Italy,First,Chronic respiratory disease,2016,0
Italy,First,CVD,2016,0.0303030303030303
Italy,First,Diabetes and CKD,2016,0.0277777777777778
Italy,First,Digestive diseases,2016,0.00775193798449612
Italy,First,Musculoskeletal disorders,2016,0
Italy,First,Neurological disorders,2016,0
Italy,First,Substance use,2016,0
Italy,Senior,All traits,2016,0
Italy,Senior,Cancer,2016,0
Italy,Senior,Chronic respiratory disease,2016,0
Italy,Senior,CVD,2016,0
Italy,Senior,Diabetes and CKD,2016,0
Italy,Senior,Digestive diseases,2016,0
Italy,Senior,Neurological disorders,2016,0
Italy,Senior,Substance use,2016,0
Japan,All,All traits,2016,0.0386315728511325
Japan,All,Cancer,2016,0.0398693966024892
Japan,All,Chronic respiratory disease,2016,0.0513495200451722
Japan,All,CVD,2016,0.0140600140600141
Japan,All,Diabetes and CKD,2016,0.0659467846967847
Japan,All,Digestive diseases,2016,0.0572196386182139
Japan,All,Mental disorders,2016,0.0465916664179921
Japan,All,Musculoskeletal disorders,2016,0.0740740740740741
Japan,All,Skin disease,2016,0.00245937637241985
Japan,First,All traits,2016,0.0414785438275371
Japan,First,Cancer,2016,0.0296442687747036
Japan,First,Chronic respiratory disease,2016,0.0649350649350649
Japan,First,CVD,2016,0
Japan,First,Diabetes and CKD,2016,0.0833333333333333
Japan,First,Digestive diseases,2016,0.063953488372093
Japan,First,Mental disorders,2016,0.0463768115942029
Japan,First,Musculoskeletal disorders,2016,0.166666666666667
Japan,First,Neurological disorders,2016,0
Japan,First,Skin disease,2016,0
Japan,First,Substance use,2016,0
Japan,Senior,All traits,2016,0.0297539149888143
Japan,Senior,Cancer,2016,0.0239130434782609
Japan,Senior,Chronic respiratory disease,2016,0.0523809523809524
Japan,Senior,CVD,2016,0
Japan,Senior,Diabetes and CKD,2016,0.0833333333333333
Japan,Senior,Digestive diseases,2016,0.0542635658914729
Japan,Senior,Mental disorders,2016,0.0434782608695652
Japan,Senior,Musculoskeletal disorders,2016,0
Japan,Senior,Neurological disorders,2016,0
Japan,Senior,Skin disease,2016,0
Japan,Senior,Substance use,2016,0
Latvia,First,Diabetes and CKD,2016,0
Latvia,Senior,Diabetes and CKD,2016,0
Lebanon,First,Diabetes and CKD,2016,0
Lebanon,Senior,Chronic respiratory disease,2016,0
Malaysia,First,Chronic respiratory disease,2016,0.0158730158730159
Malaysia,First,Musculoskeletal disorders,2016,0
Mexico,All,Diabetes and CKD,2016,0.00396825396825397
Mexico,First,Diabetes and CKD,2016,0
Mexico,First,Substance use,2016,0
Mexico,Senior,Diabetes and CKD,2016,0
Mexico,Senior,Substance use,2016,0
Netherlands,All,All traits,2016,0.0397005241826741
Netherlands,All,Cancer,2016,0.0143007145518043
Netherlands,All,Chronic respiratory disease,2016,0.054374868032563
Netherlands,All,CVD,2016,0.0449584961018756
Netherlands,All,Diabetes and CKD,2016,0.0395337301587302
Netherlands,All,Digestive diseases,2016,0.036570700895936
Netherlands,All,Mental disorders,2016,0.0524564902014689
Netherlands,All,Musculoskeletal disorders,2016,0.127777777777778
Netherlands,All,Neurological disorders,2016,0.0191654140252271
Netherlands,All,Skin disease,2016,0.0281818181818182
Netherlands,First,All traits,2016,0.038255033557047
Netherlands,First,Cancer,2016,0.0217391304347826
Netherlands,First,Chronic respiratory disease,2016,0.0476190476190476
Netherlands,First,CVD,2016,0.0363636363636364
Netherlands,First,Digestive diseases,2016,0.0232558139534884
Netherlands,First,Mental disorders,2016,0.0652173913043478
Netherlands,First,Musculoskeletal disorders,2016,0.166666666666667
Netherlands,First,Neurological disorders,2016,0
Netherlands,First,Skin disease,2016,0.0333333333333333
Netherlands,First,Substance use,2016,0
Netherlands,Senior,All traits,2016,0.0388236390753169
Netherlands,Senior,Cancer,2016,0.0072463768115942
Netherlands,Senior,Chronic respiratory disease,2016,0.0476190476190476
Netherlands,Senior,CVD,2016,0.0709175084175084
Netherlands,Senior,Digestive diseases,2016,0.0180878552971576
Netherlands,Senior,Mental disorders,2016,0.0579710144927536
Netherlands,Senior,Musculoskeletal disorders,2016,0.111111111111111
Netherlands,Senior,Neurological disorders,2016,0
Netherlands,Senior,Skin disease,2016,0.0222222222222222
Netherlands,Senior,Substance use,2016,0
New Zealand,First,Musculoskeletal disorders,2016,0
Norway,All,All traits,2016,0.0083565134246871
Norway,All,Cancer,2016,0.00252578740706665
Norway,All,Chronic respiratory disease,2016,0.00314734648067981
Norway,All,CVD,2016,0.00390089608922266
Norway,All,Diabetes and CKD,2016,0.0505952380952381
Norway,All,Digestive diseases,2016,0.0176057362103874
Norway,All,Mental disorders,2016,0.0101449275362319
Norway,All,Musculoskeletal disorders,2016,0.0111111111111111
Norway,All,Neurological disorders,2016,0.0502978330081134
Norway,All,Skin disease,2016,0.00494949494949495
Norway,First,All traits,2016,0.00335570469798658
Norway,First,Chronic respiratory disease,2016,0
Norway,First,CVD,2016,0
Norway,First,Diabetes and CKD,2016,0.0416666666666667
Norway,First,Digestive diseases,2016,0.0116279069767442
Norway,First,Musculoskeletal disorders,2016,0
Norway,First,Neurological disorders,2016,0.0384615384615385
Norway,First,Skin disease,2016,0
Norway,Senior,All traits,2016,0.00335570469798658
Norway,Senior,Cancer,2016,0
Norway,Senior,Chronic respiratory disease,2016,0
Norway,Senior,CVD,2016,0
Norway,Senior,Diabetes and CKD,2016,0.0416666666666667
Norway,Senior,Digestive diseases,2016,0.0116279069767442
Norway,Senior,Musculoskeletal disorders,2016,0
Norway,Senior,Neurological disorders,2016,0.0384615384615385
Norway,Senior,Skin disease,2016,0
Poland,All,Cancer,2016,0.00185292331608242
Poland,All,Neurological disorders,2016,0.00480769230769231
Poland,First,Neurological disorders,2016,0
Poland,Senior,Neurological disorders,2016,0
Portugal,First,CVD,2016,0
Portugal,First,Neurological disorders,2016,0
Portugal,First,Skin disease,2016,0
Portugal,Senior,CVD,2016,0
Portugal,Senior,Neurological disorders,2016,0
Portugal,Senior,Skin disease,2016,0
Qatar,First,Cancer,2016,0
Qatar,Senior,Cancer,2016,0
Qatar,Senior,Musculoskeletal disorders,2016,0
Republic of Korea,First,CVD,2016,0
Republic of Korea,Senior,CVD,2016,0
Saudi Arabia,First,Digestive diseases,2016,0
Singapore,All,All traits,2016,0.0101948078389029
Singapore,All,Cancer,2016,0.0129749725832355
Singapore,All,Chronic respiratory disease,2016,0.00974031211780758
Singapore,All,CVD,2016,7.21500721500722e-05
Singapore,All,Diabetes and CKD,2016,0.00264550264550265
Singapore,All,Digestive diseases,2016,0.00850794089303354
Singapore,All,Skin disease,2016,0.0379666227492314
Singapore,First,All traits,2016,0.00780201342281879
Singapore,First,Cancer,2016,0.00217391304347826
Singapore,First,Chronic respiratory disease,2016,0
Singapore,First,CVD,2016,0.00189393939393939
Singapore,First,Diabetes and CKD,2016,0
Singapore,First,Digestive diseases,2016,0
Singapore,First,Neurological disorders,2016,0.0769230769230769
Singapore,First,Skin disease,2016,0.00666666666666667
Singapore,Senior,All traits,2016,0.0149888143176734
Singapore,Senior,Cancer,2016,0.00815217391304348
Singapore,Senior,Chronic respiratory disease,2016,0.0396825396825397
Singapore,Senior,CVD,2016,0
Singapore,Senior,Diabetes and CKD,2016,0
Singapore,Senior,Digestive diseases,2016,0.0193798449612403
Singapore,Senior,Neurological disorders,2016,0.0769230769230769
Singapore,Senior,Skin disease,2016,0.025
South Africa,First,Musculoskeletal disorders,2016,0
South Africa,Senior,Musculoskeletal disorders,2016,0
South Korea,All,All traits,2016,0.0313533519945552
South Korea,All,Cancer,2016,0.0142456545041411
South Korea,All,Chronic respiratory disease,2016,0.00666666666666667
South Korea,All,CVD,2016,0.000649350649350649
South Korea,All,Diabetes and CKD,2016,0.00793650793650794
South Korea,All,Digestive diseases,2016,0.0943363971956149
South Korea,All,Musculoskeletal disorders,2016,0.00740740740740741
South Korea,All,Neurological disorders,2016,0.0113553113553114
South Korea,All,Skin disease,2016,0.00296296296296296
South Korea,First,All traits,2016,0.0302013422818792
South Korea,First,Cancer,2016,0
South Korea,First,Chronic respiratory disease,2016,0
South Korea,First,CVD,2016,0
South Korea,First,Diabetes and CKD,2016,0
South Korea,First,Digestive diseases,2016,0.0930232558139535
South Korea,First,Musculoskeletal disorders,2016,0
South Korea,First,Neurological disorders,2016,0.0384615384615385
South Korea,First,Skin disease,2016,0
South Korea,First,Substance use,2016,0
South Korea,Senior,All traits,2016,0.0268456375838926
South Korea,Senior,Cancer,2016,0
South Korea,Senior,Chronic respiratory disease,2016,0
South Korea,Senior,CVD,2016,0
South Korea,Senior,Diabetes and CKD,2016,0
South Korea,Senior,Digestive diseases,2016,0.0930232558139535
South Korea,Senior,Musculoskeletal disorders,2016,0
South Korea,Senior,Neurological disorders,2016,0
South Korea,Senior,Skin disease,2016,0
South Korea,Senior,Substance use,2016,0
Spain,All,All traits,2016,0.0268007547181257
Spain,All,Cancer,2016,0.00800040366069895
Spain,All,Chronic respiratory disease,2016,0.011575764546779
Spain,All,CVD,2016,0.0419136892418985
Spain,All,Diabetes and CKD,2016,0.000661375661375661
Spain,All,Digestive diseases,2016,0.0062972440418555
Spain,All,Mental disorders,2016,0.00509292978006391
Spain,All,Musculoskeletal disorders,2016,0.292685185185185
Spain,All,Neurological disorders,2016,0.0807790340500621
Spain,All,Skin disease,2016,0.0694276094276094
Spain,First,All traits,2016,0.0279642058165548
Spain,First,Cancer,2016,0.0036231884057971
Spain,First,Chronic respiratory disease,2016,0
Spain,First,CVD,2016,0.0606060606060606
Spain,First,Diabetes and CKD,2016,0
Spain,First,Digestive diseases,2016,0
Spain,First,Musculoskeletal disorders,2016,0.333333333333333
Spain,First,Neurological disorders,2016,0.0769230769230769
Spain,First,Skin disease,2016,0.0666666666666667
Spain,Senior,All traits,2016,0.0317393736017897
Spain,Senior,Cancer,2016,0.00498188405797101
Spain,Senior,Chronic respiratory disease,2016,0
Spain,Senior,CVD,2016,0.0606060606060606
Spain,Senior,Diabetes and CKD,2016,0
Spain,Senior,Digestive diseases,2016,0.0116279069767442
Spain,Senior,Musculoskeletal disorders,2016,0.333333333333333
Spain,Senior,Neurological disorders,2016,0.0769230769230769
Spain,Senior,Skin disease,2016,0.0666666666666667
Sweden,All,All traits,2016,0.0242047865939105
Sweden,All,Cancer,2016,0.0172095151910168
Sweden,All,Chronic respiratory disease,2016,0.0359327525476594
Sweden,All,CVD,2016,0.0219442883554796
